ENTITY_NAME*|*ENTITY_NUM*|*INITIAL_FILING_DATE*|*JURISDICTION*|*ENTITY_STATUS*|*STANDING_SOS*|*ENTITY_TYPE*|*FILING_TYPE*|*FOREIGN_NAME*|*STANDING_FTB*|*STANDING_VCFCF*|*STANDING_AGENT*|*SUSPENSION_DATE*|*LAST_SI_FILE_NUMBER*|*LAST_SI_FILE_DATE*|*PRINCIPAL_ADDRESS*|*PRINCIPAL_ADDRESS2*|*PRINCIPAL_CITY*|*PRINCIPAL_STATE*|*PRINCIPAL_COUNTRY*|*PRINCIPAL_POSTAL_CODE*|*MAILING_ADDRESS*|*MAILING_ADDRESS2*|*MAILING_ADDRESS3*|*MAILING_CITY*|*MAILING_STATE*|*MAILING_COUNTRY*|*MAILING_POSTAL_CODE*|*PRINCIPAL_ADDRESS_IN_CA*|*PRINCIPAL_ADDRESS2_IN_CA*|*PRINCIPAL_CITY_IN_CA*|*PRINCIPAL_STATE_IN_CA*|*PRINCIPAL_COUNTRY_IN_CA*|*PRINCIPAL_POSTAL_CODE_IN_CA*|*LLC_MANAGEMENT_STRUCTURE*|*TYPE_OF_BUSINESS
RAHSEE LLC*|*B20250190449*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*39756 SPADEFOOT*|**|*NEWARK*|*CA*|*United States*|*94560*|*39756 SPADEFOOT*|**|**|*NEWARK*|*CA*|*United States*|*94560*|**|**|**|**|**|**|*All LLC Member(s)*|*
RAINBOW DRIVE IN LLC 1*|*B20250187123*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251401047*|*Jul  2 2025  8:44AM*|*240 S CAIN ST*|**|*VISALIA*|*CA*|*United States*|*93292*|*240 S CAIN ST*|**|**|*VISALIA*|*CA*|*United States*|*93292*|**|**|**|**|**|**|*One Manager*|*FOOD SERVICE
RAINES & SILBERG LLC*|*B20250189932*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251412213*|*Jul  3 2025  2:06PM*|*1261 CRENSHAW BLVD*|**|*LOS ANGELES*|*CA*|*United States*|*90019*|*1261 CRENSHAW BLVD*|**|**|*LOS ANGELES*|*CA*|*United States*|*90019*|*1261 CRENSHAW BLVD*|**|*LOS ANGELES*|*CA*|*United States*|*90019*|*One Manager*|*RETAIL
Raising Rebels LLC*|*B20250187409*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*13393 E SAGINAW WAY*|**|*SANGER*|*CA*|*United States*|*93657*|*13393 E SAGINAW WAY*|**|**|*SANGER*|*CA*|*United States*|*93657*|**|**|**|**|**|**|*All LLC Member(s)*|*
RAJ PATEL, DO, INC.*|*B20250189749*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Professional*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*75 W. WALNUT ST*|**|*PASADENA*|*CA*|*United States*|*91103*|*1720 LOS ANGELES AVE # 234*|**|**|*SIMI VALLEY*|*CA*|*United States*|*93065*|**|**|**|**|**|**|**|*
Rampley Jekyll Inc*|*B20250192301*|*07/03/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251418820*|*Jul  6 2025  8:47PM*|*1850 GATEWAY DR STE 250*|**|*SAN MATEO*|*CA*|*United States*|*94404*|*1850 GATEWAY DR STE 250*|**|**|*SAN MATEO*|*CA*|*United States*|*94404*|**|**|**|**|**|**|**|*ANY AND ALL LEGAL PURPOSE
RAMTIN KHAEF DMD INC*|*B20250187902*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Professional*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251398552*|*Jul  1 2025  4:37PM*|*148 N GRAND AVE.*|**|*WEST COVINA*|*CA*|*United States*|*91791*|*770 THE CITY DR S STE 8450*|**|**|*ORANGE*|*CA*|*United States*|*92868*|*148 N GRAND AVE.*|**|*WEST COVINA*|*CA*|*United States*|*91791*|**|*DENTISTRY
RANG-AY NYIAJ PROPERTY ENTERPRISES LLC*|*B20250190883*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1401 21ST STREET*|*SUITE R*|*SACRAMENTO*|*CA*|*United States*|*95811*|*1401 21ST STREET*|*SUITE R*|**|*SACRAMENTO*|*CA*|*United States*|*95811*|**|**|**|**|**|**|*All LLC Member(s)*|*
Rank Healthcare Inc*|*B20250187308*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251398111*|*Jul  1 2025  3:59PM*|*731 INDIAN HILL BLVD*|**|*POMONA*|*CA*|*United States*|*91767*|*731 INDIAN HILL BLVD*|**|**|*POMONA*|*CA*|*United States*|*91767*|**|**|**|**|**|**|**|*PHARMACY
RankPros Media LLC*|*B20250192346*|*07/03/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251414094*|*Jul  3 2025  6:40PM*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST*|*STE N*|**|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|*All LLC Member(s)*|*Any lawful purpose
RAPID FULFILLMENT INC*|*B20250190153*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Close*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*12924 PIERCE STREET*|**|*PACOIMA*|*CA*|*United States*|*91331*|*12924 PIERCE STREET*|**|**|*PACOIMA*|*CA*|*United States*|*91331*|**|**|**|**|**|**|**|*
Rapid Restore and Repair LLC*|*B20250186926*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*14855 CHOLAME RD*|**|*VICTORVILLE*|*CA*|*United States*|*92392*|*13060 EL RIO RD*|**|**|*VICTORVILLE*|*CA*|*United States*|*92392*|**|**|**|**|**|**|*One Manager*|*
Raptor Vault LLC*|*B20250188312*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251412000*|*Jul  3 2025  1:49PM*|*1812 W BURBANK BLVD #1019*|**|*BURBANK*|*CA*|*United States*|*91506*|*1812 W BURBANK BLVD #1019*|**|**|*BURBANK*|*CA*|*United States*|*91506*|*1812 W BURBANK BLVD #1019*|**|*BURBANK*|*CA*|*United States*|*91506*|*All LLC Member(s)*|*E-Commerce
Ratchford Dental Practice of Cambria, inc*|*B20250192384*|*07/03/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Professional*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*4235 BRIDGE STREET*|**|*CAMBRIA*|*CA*|*United States*|*93428*|*1773 6TH STREET*|**|**|*LOS OSOS*|*CA*|*United States*|*93402*|**|**|**|**|**|**|**|*
Raven Brand Products LLC*|*B20250189871*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251410332*|*Jul  3 2025 11:05AM*|*10856 14TH AVE*|**|*ARMONA*|*CA*|*United States*|*93202*|*PO BOX 367*|**|**|*ARMONA*|*CA*|*United States*|*93202*|*10856 14TH AVE*|**|*ARMONA*|*CA*|*United States*|*93202*|*One Manager*|*Jerky Wholesale
Raven Ridge Farm and Timber LLC*|*B20250187037*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*3990 RIDGE RD*|**|*NORTH SAN JUAN*|*CA*|*United States*|*95960-9610*|*3990 RIDGE RD*|**|**|*NORTH SAN JUAN*|*CA*|*United States*|*95960-9610*|**|**|**|**|**|**|*All LLC Member(s)*|*
RAW Laguna, LLC*|*B20250190462*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1710 AVENIDA DEL MUNDO*|*UNIT 804*|*CORONADO*|*CA*|*United States*|*92118*|*1710 AVENIDA DEL MUNDO*|*UNIT 804*|**|*CORONADO*|*CA*|*United States*|*92118*|**|**|**|**|**|**|*More Than One Manager*|*
Ray AI Technologies Inc.*|*B20250191290*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
Raymond Capital LLC*|*B20250188546*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1433 BUSH ST UNIT 501*|**|*SAN FRANCISCO*|*CA*|*United States*|*94109*|*1433 BUSH ST UNIT 501*|**|**|*SAN FRANCISCO*|*CA*|*United States*|*94109*|**|**|**|**|**|**|*All LLC Member(s)*|*
Raynbow King Heating and Air Conditioning*|*B20250188152*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251398842*|*Jul  1 2025  5:11PM*|*429 S. EARLHAM ST.*|**|*ORANGE*|*CA*|*United States*|*92869*|*11941 S. HOOVER ST.*|**|**|*LOS ANGELES*|*CA*|*United States*|*90044*|*429 S. EARLHAM ST.*|**|*ORANGE*|*CA*|*United States*|*92869*|**|*Heating and Air Conditioning
RAY'S VITAMINS INC*|*B20250190643*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251410551*|*Jul  3 2025 11:26AM*|*6528 GREENLEAF AVE*|*204*|*WHITTIER*|*CA*|*United States*|*90601*|*6528 GREENLEAF AVE*|*204*|**|*WHITTIER*|*CA*|*United States*|*90601*|*6528 GREENLEAF AVE*|*204*|*WHITTIER*|*CA*|*United States*|*90601*|**|*Health Supplements
Razzle Dazzle Properties LLC*|*B20250191837*|*07/02/2025*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*8599 HAVEN AVE*|*STE 202*|*RANCHO CUCAMONGA*|*CA*|*United States*|*91730*|*8599 HAVEN AVE*|*STE 202*|**|*RANCHO CUCAMONGA*|*CA*|*United States*|*91730*|*8599 HAVEN AVE*|*STE 202*|*RANCHO CUCAMONGA*|*CA*|*United States*|*91730*|**|*
RB Aerial & Interiors LLC*|*B20250189986*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251410009*|*Jul  3 2025 10:33AM*|*9838 SLEEPY HOLLOW COURT*|**|*STOCKTON*|*CA*|*United States*|*95209*|*9838 SLEEPY HOLLOW COURT*|**|*STOCKTON*|*STOCKTON*|*CA*|*United States*|*95209*|*9838 SLEEPY HOLLOW COURT*|**|*STOCKTON*|*CA*|*United States*|*95209*|*One Manager*|*Photography
RB CHOHAN INC*|*B20250191254*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251410650*|*Jul  3 2025 11:35AM*|*16405 VALENCIA AVE*|*APT 208*|*FONTANA*|*CA*|*United States*|*92335*|*16405 VALENCIA AVE*|*APT 208*|**|*FONTANA*|*CA*|*United States*|*92335*|*402 E REDLANDS BLVD*|**|*REDLANDS*|*CA*|*United States*|*02373*|**|*Convenience Store
RBA Investments LLC*|*B20250188110*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251398932*|*Jul  1 2025  5:23PM*|*3204 SPARROW DR*|**|*SACRAMENTO*|*CA*|*United States*|*95834*|*3204 SPARROW DR*|**|**|*SACRAMENTO*|*CA*|*United States*|*95834*|*3204 SPARROW DR*|**|*SACRAMENTO*|*CA*|*United States*|*95834*|*All LLC Member(s)*|*LLC will develop a new chicken restaurant concept across California
RCSD LLC*|*B20250188262*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1531 ORANGE GROVE AVENUE*|**|*GLENDALE*|*CA*|*United States*|*91205*|*1531 ORANGE GROVE AVENUE*|**|**|*GLENDALE*|*CA*|*United States*|*91205*|**|**|**|**|**|**|*All LLC Member(s)*|*
RCX VENTURES LLC*|*B20250187575*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1668 CASTRO DR*|**|*CAMPBELL*|*CA*|*United States*|*95008*|*1668 CASTRO DR*|**|**|*CAMPBELL*|*CA*|*United States*|*95008*|**|**|**|**|**|**|*All LLC Member(s)*|*
RDT CONCRETE INC.*|*B20250189112*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*23330 LOLETA AVE*|**|*CORNING*|*CA*|*United States*|*96021*|*23330 LOLETA AVE*|**|**|*CORNING*|*CA*|*United States*|*96021*|**|**|**|**|**|**|**|*
REAL ESTATE CONNECTION SERVICES LLC*|*B20250189151*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*8662 AVENIDA DE LA FUENTE*|*10*|*SAN DIEGO*|*CA*|*United States*|*92154*|*8662 AVENIDA DE LA FUENTE*|*10*|**|*SAN DIEGO*|*CA*|*United States*|*92154*|**|**|**|**|**|**|*One Manager*|*
Real Good Walker, LLC*|*B20250190943*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*166 PROFESSIONAL CENTER PARKWAY*|**|*SAN RAFAEL*|*CA*|*United States*|*94903*|*166 PROFESSIONAL CENTER PARKWAY*|**|**|*SAN RAFAEL*|*CA*|*United States*|*94903*|**|**|**|**|**|**|*One Manager*|*
Realgoal Inc.*|*B20250190288*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*15574 NEW PARK TER*|**|*SAN DIEGO*|*CA*|*United States*|*92127*|*15574 NEW PARK TER*|**|**|*SAN DIEGO*|*CA*|*United States*|*92127*|**|**|**|**|**|**|**|*
Realty Growth LLC*|*B20250189221*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1370 TRANCAS STREET*|*#344*|*NAPA*|*CA*|*United States*|*94558-2912*|*1370 TRANCAS STREET*|*#344*|**|*NAPA*|*CA*|*United States*|*94558-2912*|**|**|**|**|**|**|*One Manager*|*
Rebel Lab Records LLC*|*B20250188339*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*4985 REBEL ROAD*|**|*SAN DIEGO*|*CA*|*United States*|*92117*|*4985 REBEL ROAD*|**|**|*SAN DIEGO*|*CA*|*United States*|*92117*|**|**|**|**|**|**|*One Manager*|*
Rebuild Homes LA LLC*|*B20250186579*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2524 MICHELTORENA STREET*|**|*LOS ANGELES*|*CA*|*United States*|*90039*|*2524 MICHELTORENA STREET*|**|**|*LOS ANGELES*|*CA*|*United States*|*90039*|**|**|**|**|**|**|*All LLC Member(s)*|*
RECO Enterprises, Inc*|*B20250191065*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*171 EAST 9TH STREET*|**|*LINCOLN*|*CA*|*United States*|*95648*|*171 EAST 9TH STREET*|**|**|*LINCOLN*|*CA*|*United States*|*95648*|**|**|**|**|**|**|**|*
Reconnect Healing Menu LLC*|*B20250190144*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
Reconnect Holistic Healing LLC*|*B20250187198*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
Red Sun International Inc*|*B20250191513*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2212 RUSSELL STREET*|**|*BERKELEY*|*CA*|*United States*|*94705*|*2212 RUSSELL STREET*|**|**|*BERKELEY*|*CA*|*United States*|*94705*|**|**|**|**|**|**|**|*
Redeemed Solutions LLC*|*B20250190639*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2416 BEATRICE LN*|**|*MODESTO*|*CA*|*United States*|*95355*|*2416 BEATRICE LN*|**|**|*MODESTO*|*CA*|*United States*|*95355*|**|**|**|**|**|**|*All LLC Member(s)*|*
REDLINE FREIGHT SYSTEMS INC*|*B20250188105*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*19401 PARTHENIA ST*|*UNIT 4020*|*NORTHRIDGE*|*CA*|*United States*|*91324*|*19401 PARTHENIA ST*|*UNIT 4020*|**|*NORTHRIDGE*|*CA*|*United States*|*91324*|**|**|**|**|**|**|**|*
Redone & Fabulous Designs LLC*|*B20250188049*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251398640*|*Jul  1 2025  4:45PM*|*8605 SANTA MONICA BLVD #907995*|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|*8605 SANTA MONICA BLVD #907995*|**|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|*8605 SANTA MONICA BLVD #907995*|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|*All LLC Member(s)*|*Jewelry, Clothing and Accessory maker.
Redwood Books LLC*|*B20250189365*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251406863*|*Jul  2 2025  4:51PM*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST*|*STE N*|**|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|*All LLC Member(s)*|*The purpose of this organization includes, but is not limited to: Bookke
Redwood Holdings Group Inc.*|*B20250186631*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*3911 CLEVELAND AVE #33748*|**|*SAN DIEGO*|*CA*|*United States*|*92103*|*3911 CLEVELAND AVE #33748*|**|**|*SAN DIEGO*|*CA*|*United States*|*92103*|**|**|**|**|**|**|**|*
Redwood Support Services, LLC*|*B20250190822*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251410393*|*Jul  3 2025 11:11AM*|*13920 CITY CENTER DRIVE, SUITE 290*|**|*CHINO HILLS*|*CA*|*United States*|*91709*|*13920 CITY CENTER DRIVE, SUITE 290*|**|**|*CHINO HILLS*|*CA*|*United States*|*91709*|*13920 CITY CENTER DRIVE, SUITE 290*|**|*CHINO HILLS*|*CA*|*United States*|*91709*|*All LLC Member(s)*|*Provide admin support services to related entities
Reel Wellness Advisors LLC*|*B20250187174*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251392505*|*Jul  1 2025  9:05AM*|*1027 DOREEN PL*|**|*VENICE*|*CA*|*United States*|*90291*|*1027 DOREEN PL*|**|**|*VENICE*|*CA*|*United States*|*90291*|*1027 DOREEN PL*|**|*VENICE*|*CA*|*United States*|*90291*|*All LLC Member(s)*|*Well Being Facilitators for Film/TV
Refactor Biosciences Inc.*|*B20250190280*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251405125*|*Jul  2 2025  2:24PM*|*7908 AVENIDA TAMARINDO*|**|*SAN DIEGO*|*CA*|*United States*|*92129*|*7908 AVENIDA TAMARINDO*|**|**|*SAN DIEGO*|*CA*|*United States*|*92129*|*7908 AVENIDA TAMARINDO*|**|*SAN DIEGO*|*CA*|*United States*|*92129*|**|*Software consulting
REGARDING HER*|*B20250192747*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Public Benefit*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*269 S. BEVERLY DRIVE #338*|**|*LOS ANGELES*|*CA*|*United States*|*90212*|*269 S. BEVERLY DRIVE #338*|**|**|*LOS ANGELES*|*CA*|*United States*|*90212*|**|**|**|**|**|**|**|*
Regs Transportation LLC*|*B20250190184*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251412272*|*Jul  3 2025  2:10PM*|*11326 FOSTER RD*|**|*NORWALK*|*CA*|*United States*|*90650*|*11326 FOSTER RD*|**|**|*NORWALK*|*CA*|*United States*|*90650*|*11326 FOSTER RD*|**|*NORWALK*|*CA*|*United States*|*90650*|*One Manager*|*Transportation
REHARVEST AMERICA INC*|*B20250186519*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251383945*|*Jun 30 2025 12:00PM*|*20955 PATHFINDER RD*|*130*|*DIAMOND BAR*|*CA*|*United States*|*91765*|*2211 S HACIENDA BLVD*|*SUITE 212*|**|*HACIENDA HEIGHTS*|*CA*|*United States*|*91745*|*20955 PATHFINDER RD*|*130*|*DIAMOND BAR*|*CA*|*United States*|*91765*|**|*IMPORT AND WHOLESALE
Reign Development & Construction LLC*|*B20250177910*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*15404 VIA VERITA AVE*|**|*HACIENDA HEIGHTS*|*CA*|*United States*|*91745*|*15404 VIA VERITA AVE*|**|**|*HACIENDA HEIGHTS*|*CA*|*United States*|*91745*|**|**|**|**|**|**|*More Than One Manager*|*
Reinvest Capital LLC*|*B20250189130*|*07/01/2025*|*CALIFORNIA*|*Terminated*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|*2025-07-01 16:20:41.017*|**|*Jan  1 1900 12:00AM*|*8164 PLATINUM STREET*|**|*VENTURA*|*CA*|*United States*|*93004*|*8164 PLATINUM STREET*|**|**|*VENTURA*|*CA*|*United States*|*93004*|**|**|**|**|**|**|*One Manager*|*
Reinvest Securities LLC*|*B20250189731*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*8164 PLATINUM STREET*|**|*VENTURA*|*CA*|*United States*|*93004*|*8164 PLATINUM STREET*|**|**|*VENTURA*|*CA*|*United States*|*93004*|**|**|**|**|**|**|*One Manager*|*
REJOICE LLC*|*B20250189585*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251412471*|*Jul  3 2025  2:27PM*|*5410 W 61ST STREET*|**|*LOS ANGELES*|*CA*|*United States*|*90056*|*5410 W 61ST STREET*|**|**|*LOS ANGELES*|*CA*|*United States*|*90056*|*5410 W 61ST STREET*|**|*LOS ANGELES*|*CA*|*United States*|*90056*|*All LLC Member(s)*|*RESIDENTIAL REAL ESTATE LEASE
Relevant Network LLC*|*B20250189699*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251414310*|*Jul  3 2025  8:47PM*|*12740 BROOKPARK RD*|**|*OAKLAND*|*CA*|*United States*|*94619*|*12740 BROOKPARK RD*|**|**|*OAKLAND*|*CA*|*United States*|*94619*|**|**|**|**|**|**|*All LLC Member(s)*|*Connecting consultants with interested companies needing staffing
Reliable Books, Inc.*|*B20250187896*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*4807 ASTERIA STREET*|**|*TORRANCE*|*CA*|*United States*|*90503*|*4807 ASTERIA STREET*|**|**|*TORRANCE*|*CA*|*United States*|*90503*|**|**|**|**|**|**|**|*
RELIABLE WOUND CARE*|*B20250187964*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Professional*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*22132 BARRINGTON WAY*|**|*SANTA CLARITA*|*CA*|*United States*|*91350*|*22132 BARRINGTON WAY*|**|**|*SANTA CLARITA*|*CA*|*United States*|*91350*|**|**|**|**|**|**|**|*
